,belongs_to_collection,budget,genres,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
2523,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",Freedom Fighters: The Ray,4.037,"[{'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-28,0.0,73.0,Freedom Fighters: The Ray,5.4,17.0
2524,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Father of the Year,6.507,"[{'id': 2608, 'logo_path': '/g3YRudXiQzHesQqRXvnhFpMzfkU.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-20,0.0,94.0,Father of the Year,5.4,262.0
2525,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",The Hollow Child,4.081,"[{'id': 39865, 'logo_path': None, 'name': 'Like Minded Media', 'origin_country': ''}, {'id': 39866, 'logo_path': None, 'name': 'Broken Mirror Films', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-05-18,0.0,92.0,The Hollow Child,5.4,34.0
2526,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Katt Williams: Great America,2.921,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-16,0.0,60.0,Katt Williams: Great America,5.3,23.0
2527,"{'id': 19285, 'name': 'Leprechaun Collection (Original Series)', 'poster_path': '/wy9PcaHmrpTbsfmHM5OUALKptvX.jpg', 'backdrop_path': '/pRjYboGyfjO5PkY7Rdg21s4FhoI.jpg'}",0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",Leprechaun Returns,4.654,"[{'id': 6677, 'logo_path': None, 'name': 'Syfy', 'origin_country': None}, {'id': 10339, 'logo_path': '/oiIi36MaWXwvvHWX5eojoE2Fiyv.png', 'name': 'WWE Studios', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 6834, 'logo_path': None, 'name': 'Out of Africa Entertainment', 'origin_country': 'ZA'}, {'id': 82659, 'logo_path': '/3mZkZUZUaqXDcIoYnECLb98PSWC.png', 'name': 'Blue Ice Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-11,0.0,92.0,Leprechaun Returns,5.3,49.0
2528,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",Mohawk,4.238,"[{'id': 4592, 'logo_path': None, 'name': 'Dark Sky Films', 'origin_country': ''}, {'id': 7787, 'logo_path': None, 'name': 'Snowfort Pictures', 'origin_country': ''}, {'id': 75357, 'logo_path': '/zXT1JFP82YL245wlLpauAJDZA25.png', 'name': 'BondIt', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-02,0.0,92.0,Mohawk,5.3,28.0
2529,,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",51 Nevada,1.156,[],[],2018-04-10,0.0,76.0,51 Nevada,5.3,3.0
2530,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",Shattered Memories,1.777,"[{'id': 6679, 'logo_path': None, 'name': 'MarVista Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-15,0.0,86.0,Shattered Memories,5.3,3.0
2531,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 10770, 'name': 'TV Movie'}]",Til Ex Do Us Part,1.4,"[{'id': 124675, 'logo_path': None, 'name': 'Cover Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-10-28,0.0,89.0,Til Ex Do Us Part,5.3,3.0
2532,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",Country Christmas Album,2.086,[],[],2018-12-15,0.0,80.0,Country Christmas Album,5.3,3.0
2533,,0.0,"[{'id': 27, 'name': 'Horror'}]",Winterskin,1.62,"[{'id': 78564, 'logo_path': None, 'name': 'Dark Temple Motion Pictures', 'origin_country': ''}, {'id': 97473, 'logo_path': '/wUdvGcrOBNhYNWqPCYSyXbP5hpS.png', 'name': 'High Octane Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-11-10,0.0,84.0,Winterskin,5.3,3.0
2534,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",Killer High,2.488,"[{'id': 82659, 'logo_path': '/3mZkZUZUaqXDcIoYnECLb98PSWC.png', 'name': 'Blue Ice Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-20,0.0,,Killer High,5.3,12.0
2535,,0.0,"[{'id': 18, 'name': 'Drama'}]",Terror in the Woods,1.349,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-14,0.0,87.0,Terror in the Woods,5.3,3.0
2536,,0.0,"[{'id': 27, 'name': 'Horror'}]",Welcome to Hell,1.615,[],[],2018-10-09,0.0,93.0,Welcome to Hell,5.3,3.0
2537,,0.0,[],The Girl in the Bathtub,1.662,[],[],2018-10-07,0.0,,The Girl in the Bathtub,5.3,3.0
2538,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",American Nightmares,4.136,"[{'id': 2373, 'logo_path': None, 'name': 'Patriot Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-11,0.0,90.0,American Nightmares,5.3,12.0
2539,,0.0,"[{'id': 53, 'name': 'Thriller'}]",Nightclub Secrets,3.529,"[{'id': 6679, 'logo_path': None, 'name': 'MarVista Entertainment', 'origin_country': 'US'}, {'id': 108824, 'logo_path': None, 'name': 'SaigeBelle Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-02,0.0,90.0,Nightclub Secrets,5.3,9.0
2540,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",29 to Life,1.185,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-25,0.0,100.0,29 to Life,5.3,3.0
2541,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",Christmas Harmony,3.967,"[{'id': 3431, 'logo_path': '/6LVLYfZAEQfhJey0MGvhFXdDEK1.png', 'name': 'Lifetime', 'origin_country': 'US'}]",[],2018-11-24,0.0,85.0,Christmas Harmony,5.3,3.0
2542,,0.0,"[{'id': 53, 'name': 'Thriller'}]",A Mother's Worst Fear,1.983,"[{'id': 92109, 'logo_path': '/1wOgBio7WGOskOAQ2aTvtCHAdm8.png', 'name': ""Dawn's Light"", 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-06,0.0,90.0,A Mother's Worst Fear,5.3,3.0
2543,,0.0,"[{'id': 878, 'name': 'Science Fiction'}]",Gray Matter,2.893,"[{'id': 108441, 'logo_path': '/ykzjGtn82zc2nRT9zf5uJyYHPdM.png', 'name': 'Matchbox Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-05-15,0.0,85.0,Gray Matter,5.3,9.0
2544,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Meow Wolf: Origin Story,1.788,"[{'id': 110303, 'logo_path': None, 'name': 'Meow Wolf', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-29,0.0,88.0,Meow Wolf: Origin Story,5.3,3.0
2545,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",Feral,5.453,"[{'id': 85723, 'logo_path': None, 'name': 'Rough Cut Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-25,0.0,90.0,Feral,5.3,39.0
2546,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",Samson,11.795,"[{'id': 6427, 'logo_path': '/73gMvgccXNJLd5E6VKJzuHT1Ik0.png', 'name': 'Pure Flix Entertainment', 'origin_country': ''}, {'id': 103535, 'logo_path': None, 'name': 'Boomtown films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-16,0.0,110.0,Samson,5.3,81.0
2547,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]",Twinsanity,3.238,"[{'id': 41735, 'logo_path': '/je9Ko1f6iu0AfLL3dINJEaxLvEb.png', 'name': 'Buffalo 8', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-12,0.0,85.0,Twinsanity,5.3,8.0
2548,,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",Level 16,7.589,"[{'id': 65054, 'logo_path': None, 'name': 'Markham Street Films', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-02-20,0.0,102.0,Level 16,5.3,86.0
2549,,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",Viking Destiny,5.518,"[{'id': 21440, 'logo_path': None, 'name': 'Fatal Black', 'origin_country': ''}, {'id': 101477, 'logo_path': None, 'name': 'Misfits Entertainment', 'origin_country': ''}, {'id': 5056, 'logo_path': '/kADFcjL04xe5HGBnlLjbfhliS2a.png', 'name': 'Head Gear Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-07-26,0.0,91.0,Viking Destiny,5.3,18.0
2550,,150000.0,"[{'id': 99, 'name': 'Documentary'}]",Demon House,5.05,"[{'id': 101062, 'logo_path': None, 'name': 'Freestyle Digital Media', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-16,0.0,111.0,Demon House,5.3,57.0
2551,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",Message Man,7.004,"[{'id': 99757, 'logo_path': None, 'name': 'Rhythmic Films', 'origin_country': 'AU'}, {'id': 123194, 'logo_path': None, 'name': 'HJ Production', 'origin_country': ''}, {'id': 123195, 'logo_path': None, 'name': 'Citra Entertainment Group', 'origin_country': ''}]","[{'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'ID', 'name': 'Indonesia'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-03-08,0.0,91.0,Message Man,5.3,14.0
2552,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Killing Joan,2.598,"[{'id': 102966, 'logo_path': None, 'name': 'TODFILM', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-03,0.0,98.0,Killing Joan,5.3,7.0
2553,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",4/20 Massacre,3.261,[],[],2018-04-03,0.0,85.0,4/20 Massacre,5.3,7.0
2554,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Warning Shot,2.62,"[{'id': 108892, 'logo_path': None, 'name': 'Seafoam Pictures', 'origin_country': ''}, {'id': 108893, 'logo_path': None, 'name': 'SDS Pictures', 'origin_country': ''}, {'id': 108894, 'logo_path': None, 'name': 'L7 Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-14,0.0,90.0,Warning Shot,5.3,7.0
2555,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Entanglement,1.259,"[{'id': 92117, 'logo_path': None, 'name': 'Goodbye Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-02-19,0.0,85.0,Entanglement,5.3,7.0
2556,,0.0,"[{'id': 27, 'name': 'Horror'}]",The Ninth Passenger,4.811,"[{'id': 68628, 'logo_path': None, 'name': '308 Ent', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-07-18,0.0,93.0,The Ninth Passenger,5.3,14.0
2557,,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]",Freaky Friday,6.358,"[{'id': 3213, 'logo_path': None, 'name': 'Disney Channel', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-10,0.0,90.0,Freaky Friday,5.3,46.0
2558,,2500000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",Office Uprising,8.572,"[{'id': 106820, 'logo_path': None, 'name': 'Mind the GAP Productions', 'origin_country': ''}, {'id': 106821, 'logo_path': None, 'name': 'Lydiard Films', 'origin_country': ''}, {'id': 106822, 'logo_path': None, 'name': 'Rumble Riot Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-19,0.0,92.0,Office Uprising,5.3,85.0
2559,,0.0,"[{'id': 10749, 'name': 'Romance'}]",Pearl in Paradise,3.606,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'FJ', 'name': 'Fiji'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-18,0.0,80.0,Pearl in Paradise,5.3,20.0
2560,"{'id': 492542, 'name': ""Robin Jones Gunn's Father Christmas Collection"", 'poster_path': None, 'backdrop_path': None}",0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",Marrying Father Christmas,3.719,[],[],2018-11-04,0.0,90.0,Marrying Father Christmas,5.3,12.0
2561,,0.0,"[{'id': 27, 'name': 'Horror'}]",Sick for Toys,3.093,"[{'id': 112239, 'logo_path': None, 'name': 'Delco-Cut Productions', 'origin_country': ''}, {'id': 112240, 'logo_path': None, 'name': 'Nine Ten Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-05,0.0,90.0,Sick for Toys,5.3,11.0
2562,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",Welcome the Stranger,4.009,[],[],2018-03-20,0.0,94.0,Welcome the Stranger,5.3,25.0
2563,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Seth Rogen's Hilarity for Charity,5.235,[],[],2018-04-06,0.0,70.0,Seth Rogen's Hilarity for Charity,5.3,49.0
2564,,0.0,"[{'id': 53, 'name': 'Thriller'}]",Outlaws,3.898,"[{'id': 25231, 'logo_path': '/q8aYQQd4eILlcgucbTPNu0o8Gte.png', 'name': 'See Pictures', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-10-18,0.0,92.0,Outlaws,5.3,18.0
2565,,0.0,"[{'id': 10402, 'name': 'Music'}]",Elvis: Strung Out,0.737,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-03-01,0.0,5.0,Elvis: Strung Out,5.3,4.0
2566,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",Halloween Horror Tales,0.984,[],[],2018-11-29,0.0,77.0,Halloween Horror Tales,5.3,2.0
2567,,,,,,,,,,,,,
2568,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",Every Day Is Christmas,3.318,[],[],2018-11-24,0.0,86.0,Every Day Is Christmas,5.3,4.0
2569,,0.0,"[{'id': 27, 'name': 'Horror'}]",The Fear Footage,0.971,[],[],2018-07-20,0.0,72.0,The Fear Footage,5.3,2.0
2570,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]",Homegrown Christmas,3.505,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]",[],2018-12-08,0.0,90.0,Homegrown Christmas,5.3,4.0
2571,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Weapon of Choice,2.118,"[{'id': 107982, 'logo_path': None, 'name': 'Friedrich Ofner Filmproduktion', 'origin_country': ''}]","[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'IQ', 'name': 'Iraq'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-09-14,0.0,90.0,Weapon of Choice,5.3,4.0
2572,,0.0,"[{'id': 28, 'name': 'Action'}]",On the Ropes,4.301,"[{'id': 7712, 'logo_path': None, 'name': 'Screen Media', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-07-03,0.0,93.0,On the Ropes,5.0,5.0
2573,,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",7 Splinters in Time,3.457,"[{'id': 110405, 'logo_path': None, 'name': 'Macrocosm Entertainment', 'origin_country': ''}, {'id': 110406, 'logo_path': '/nBtz06yBISLCzIvvgeoUtfKeCzU.png', 'name': 'Lunacy Productions', 'origin_country': 'US'}, {'id': 117689, 'logo_path': None, 'name': 'Wax Wing Films', 'origin_country': ''}, {'id': 2828, 'logo_path': '/nKe38l1aAjsaBnCpao7rZg3zu1P.png', 'name': 'Intrinsic Value Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-13,0.0,75.0,7 Splinters in Time,5.3,8.0
2574,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Hope Springs Eternal,2.722,"[{'id': 105165, 'logo_path': None, 'name': 'Gylden Entertainment', 'origin_country': ''}]",[],2018-08-10,0.0,78.0,Hope Springs Eternal,5.3,18.0
2575,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",The Queen of Hollywood Blvd,2.281,"[{'id': 4903, 'logo_path': None, 'name': 'Nero Films', 'origin_country': ''}, {'id': 36624, 'logo_path': None, 'name': 'Concrete Images', 'origin_country': ''}, {'id': 80969, 'logo_path': None, 'name': 'Blacklist Digital', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-23,0.0,90.0,The Queen of Hollywood Blvd,5.3,4.0
2576,,0.0,"[{'id': 27, 'name': 'Horror'}]",Living Space,1.293,"[{'id': 101145, 'logo_path': None, 'name': 'Tru Dot Films', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-03-10,0.0,80.0,Living Space,5.3,4.0
2577,,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",Apocalypse Rising,4.247,"[{'id': 100677, 'logo_path': None, 'name': 'Rathe Productions', 'origin_country': ''}, {'id': 100600, 'logo_path': None, 'name': 'Giant Meteor Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-12,0.0,83.0,Apocalypse Rising,5.3,4.0
2578,,0.0,[],Gone Fishin',0.675,[],[],2018-01-19,0.0,1.0,Gone Fishin',5.3,2.0
2579,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Todd Glass: Act Happy,2.549,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-23,0.0,62.0,Todd Glass: Act Happy,5.3,8.0
2580,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Coby,1.103,"[{'id': 73581, 'logo_path': None, 'name': 'Willow', 'origin_country': ''}, {'id': 75082, 'logo_path': None, 'name': 'CiaoFilms', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2018-03-28,0.0,77.0,Coby,5.3,5.0
2581,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",The Competition,1.621,"[{'id': 44632, 'logo_path': '/neCKH4sJCBhZ1B4QocTM4VXCQOR.png', 'name': 'Gravitas Ventures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-26,0.0,105.0,The Competition,5.3,8.0
2582,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}]",Slay Belles,1.713,[],[],2018-12-04,0.0,77.0,Slay Belles,5.3,2.0
2583,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",King of Thieves,8.177,"[{'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 113521, 'logo_path': '/fF4xLqMQ0C6Laql7HpzRnvn8hfi.png', 'name': 'StudioCanal', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-09-04,0.0,108.0,King of Thieves,5.2,154.0
2584,,0.0,"[{'id': 27, 'name': 'Horror'}]",Primal Rage,11.306,"[{'id': 104292, 'logo_path': None, 'name': 'Blue Fox Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-27,0.0,106.0,Primal Rage,5.2,56.0
2585,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Our House,8.155,"[{'id': 2844, 'logo_path': None, 'name': 'Prospero Pictures', 'origin_country': ''}, {'id': 191, 'logo_path': '/d5tPJd8jGLtJC5cp9NG0HeoTyoe.png', 'name': 'Senator Film', 'origin_country': 'DE'}, {'id': 24195, 'logo_path': None, 'name': 'Resolute Films and Entertainment', 'origin_country': 'CA'}, {'id': 82552, 'logo_path': '/cLEXKtCpRQs0meQwT7HK6u3QmRH.png', 'name': 'Elevation Pictures', 'origin_country': 'CA'}, {'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 107080, 'logo_path': None, 'name': 'Rapid Farms Productions', 'origin_country': ''}, {'id': 70784, 'logo_path': None, 'name': 'IFC Midnight', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-07-27,0.0,90.0,Our House,5.2,130.0
2586,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",Speed Kills,5.956,"[{'id': 24513, 'logo_path': None, 'name': 'Pimienta', 'origin_country': 'PR'}, {'id': 2623, 'logo_path': None, 'name': 'Blue Rider Pictures', 'origin_country': 'US'}, {'id': 7406, 'logo_path': None, 'name': 'JTP Films', 'origin_country': 'US'}, {'id': 111328, 'logo_path': None, 'name': 'Speed Kills Production', 'origin_country': ''}, {'id': 76777, 'logo_path': '/e2tU4w8YSD9HMYJllSiXZ4MMevp.png', 'name': 'Hannibal Classics', 'origin_country': 'US'}]","[{'iso_3166_1': 'PR', 'name': 'Puerto Rico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-16,0.0,102.0,Speed Kills,5.2,47.0
2587,,0.0,"[{'id': 35, 'name': 'Comedy'}]",The Week Of,7.898,"[{'id': 2608, 'logo_path': '/g3YRudXiQzHesQqRXvnhFpMzfkU.png', 'name': 'Happy Madison Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-27,0.0,116.0,The Week Of,5.2,400.0
2588,,0.0,"[{'id': 27, 'name': 'Horror'}]",Haunting on Fraternity Row,2.98,"[{'id': 6692, 'logo_path': '/2Wd2CodKtgB4XyAQH4ez8qnZuqg.png', 'name': 'Benaroya Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-02,0.0,93.0,Haunting on Fraternity Row,5.2,11.0
2589,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",Welcome to Christmas,4.204,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-09,0.0,90.0,Welcome to Christmas,5.2,11.0
2590,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Hunt for the Skinwalker,1.638,"[{'id': 104195, 'logo_path': None, 'name': 'JKLC Productions', 'origin_country': ''}]",[],2018-09-12,0.0,127.0,Hunt for the Skinwalker,5.2,9.0
2591,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",Matriarch,5.115,"[{'id': 117849, 'logo_path': None, 'name': 'New Light Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-11-02,0.0,91.0,Matriarch,5.2,21.0
2592,"{'id': 91799, 'name': 'Tremors Collection', 'poster_path': '/dCeNEdBgkpXMIAndv02JI3DXzKj.jpg', 'backdrop_path': '/87K8X2WixRlR3LxzeydW83N7nM0.jpg'}",0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",Tremors: A Cold Day in Hell,10.048,"[{'id': 17009, 'logo_path': '/ssowAxOrrqsSR2CKeiytOXwLoCW.png', 'name': 'Universal 1440 Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",2018-05-01,0.0,98.0,Tremors: A Cold Day in Hell,5.2,124.0
2593,,15000.0,"[{'id': 27, 'name': 'Horror'}]",The Curse of Lilith Ratchet,0.941,[],[],2018-10-28,0.0,105.0,The Curse of Lilith Ratchet,5.2,5.0
2594,,0.0,"[{'id': 27, 'name': 'Horror'}]",Terrortory 2,1.439,[],[],2018-10-01,0.0,100.0,Terrortory 2,5.2,5.0
