,belongs_to_collection,budget,genres,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
1103,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",Song of Back and Neck,1.55,"[{'id': 54268, 'logo_path': '/Pvi7supNmOjgH2dqnKPTsmKsSL.png', 'name': 'Boo Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-23,0.0,85.0,Song of Back and Neck,7.5,2.0
1104,,0.0,"[{'id': 18, 'name': 'Drama'}]",Sadie,3.638,"[{'id': 94996, 'logo_path': None, 'name': 'Pressing Pictures', 'origin_country': 'US'}, {'id': 111370, 'logo_path': None, 'name': 'Electric Dream Factory', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-12,0.0,97.0,Sadie,7.5,7.0
1105,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Optimism,0.84,"[{'id': 45492, 'logo_path': None, 'name': 'Pythagoras Film', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-17,0.0,15.0,Optimism,7.5,2.0
1106,,0.0,"[{'id': 10751, 'name': 'Family'}]",A Horse from Heaven,2.79,"[{'id': 2745, 'logo_path': None, 'name': 'Devotion Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-09,0.0,,A Horse from Heaven,7.5,2.0
1107,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Dark Money,3.071,[],[],2018-01-22,0.0,98.0,Dark Money,7.5,8.0
1108,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Say My Name,1.319,[],[],2018-10-14,0.0,,Say My Name,7.5,2.0
1109,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",Urban Country,2.095,"[{'id': 104212, 'logo_path': None, 'name': 'Leverage Films', 'origin_country': 'US'}, {'id': 80085, 'logo_path': None, 'name': 'BIC Media Solutions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-12,0.0,,Urban Country,7.5,6.0
1110,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10752, 'name': 'War'}]",Scream for Me Sarajevo,1.033,"[{'id': 110021, 'logo_path': None, 'name': 'Prime Time (BA)', 'origin_country': ''}]","[{'iso_3166_1': 'BA', 'name': 'Bosnia and Herzegovina'}]",2018-06-14,0.0,95.0,Scream for Me Sarajevo,7.5,2.0
1111,,0.0,"[{'id': 18, 'name': 'Drama'}]",Dublin Oldschool,2.311,"[{'id': 3353, 'logo_path': '/qv2v9HaStUTRjqonODM29YG0oFX.png', 'name': 'Element Pictures', 'origin_country': 'IE'}, {'id': 77789, 'logo_path': None, 'name': 'Warrior Films', 'origin_country': ''}, {'id': 13129, 'logo_path': None, 'name': 'MDV Film', 'origin_country': ''}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}]",2018-06-29,0.0,95.0,Dublin Oldschool,7.5,4.0
1112,,0.0,[],Apocalypsis,1.052,[],[],2018-03-17,0.0,90.0,Apocalypsis,7.5,3.0
1113,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]",Who's Watching Oliver,1.741,"[{'id': 112255, 'logo_path': None, 'name': 'Motionpictures', 'origin_country': ''}]","[{'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-03,0.0,87.0,Who's Watching Oliver,7.5,6.0
1114,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",Eric Clapton: Life in 12 Bars,3.405,"[{'id': 11594, 'logo_path': '/fOQ18TmeTzQaVLiMayYGfc5uzoL.png', 'name': 'Passion Pictures', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-03-30,0.0,135.0,Eric Clapton: Life in 12 Bars,7.5,14.0
1115,,0.0,[],Cría puercos,1.874,[],[],2018-03-12,0.0,100.0,Esmeralda’s Twilight,7.5,1.0
1116,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",American Dream/American Knightmare,3.143,"[{'id': 34982, 'logo_path': '/uvTmiRZzNfG88dVXi9hQ7eFNirq.png', 'name': 'Mythology Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-21,0.0,85.0,American Dream/American Knightmare,7.5,4.0
1117,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Joe Rogan: Strange Times,3.367,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-02,0.0,63.0,Joe Rogan: Strange Times,7.5,27.0
1118,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Ronnie Coleman: The King,3.857,"[{'id': 63590, 'logo_path': None, 'name': 'The Vladar Company', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-22,0.0,93.0,Ronnie Coleman: The King,7.5,32.0
1119,,0.0,"[{'id': 18, 'name': 'Drama'}]",Indian Horse,3.464,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-04-13,0.0,96.0,Indian Horse,7.5,21.0
1120,,0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]",Christmas Made to Order,3.265,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]",[],2018-12-23,0.0,90.0,Christmas Made to Order,7.4,9.0
1121,,0.0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",A Summer to Remember,2.817,"[{'id': 36152, 'logo_path': None, 'name': 'Cartel Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-04,0.0,84.0,A Summer to Remember,7.4,9.0
1122,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",A Crooked Somebody,2.847,"[{'id': 27497, 'logo_path': '/1QuLulTFEynrZnFsogW0UefcKYC.png', 'name': 'Star Thrower Entertainment', 'origin_country': 'US'}, {'id': 76315, 'logo_path': None, 'name': 'Synergics Films', 'origin_country': 'US'}, {'id': 90999, 'logo_path': '/fvFryW0HGSIRRtI2hN0hOpTnmhO.png', 'name': 'Storyboard Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-05,0.0,102.0,A Crooked Somebody,7.4,9.0
1123,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Director and The Jedi,3.038,"[{'id': 1, 'logo_path': '/o86DbpburjxrqAzEDhXZcyE8pDb.png', 'name': 'Lucasfilm', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-12,0.0,95.0,The Director and The Jedi,7.4,17.0
1124,,0.0,"[{'id': 99, 'name': 'Documentary'}]",End Game,5.511,"[{'id': 110693, 'logo_path': '/f6lMYbIQTnVRCQCEgYiMP8F9IWU.png', 'name': 'Sidewinder Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-21,0.0,40.0,End Game,7.4,39.0
1125,,0.0,"[{'id': 99, 'name': 'Documentary'}]",It's a Hard Truth Ain't It,2.283,"[{'id': 90199, 'logo_path': None, 'name': 'Stacey Reiss Productions', 'origin_country': 'US'}, {'id': 103749, 'logo_path': None, 'name': 'Great Curve Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-25,0.0,75.0,It's a Hard Truth Ain't It,7.4,7.0
1126,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Final Year,2.752,"[{'id': 10978, 'logo_path': None, 'name': 'Motto Pictures', 'origin_country': ''}, {'id': 11594, 'logo_path': '/fOQ18TmeTzQaVLiMayYGfc5uzoL.png', 'name': 'Passion Pictures', 'origin_country': 'GB'}]",[],2018-01-19,0.0,89.0,The Final Year,7.4,21.0
1127,,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",Jesus Christ Superstar Live in Concert,5.372,"[{'id': 27101, 'logo_path': None, 'name': 'NBC Film', 'origin_country': ''}, {'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 102580, 'logo_path': None, 'name': 'The Really Useful Group', 'origin_country': 'GB'}, {'id': 2527, 'logo_path': '/osO7TGmlRMistSQ5JZusPhbKUHk.png', 'name': 'Marc Platt Productions', 'origin_country': 'US'}, {'id': 8797, 'logo_path': '/4mrkWRV6JWYQbP6qV8pyP7ji6tO.png', 'name': 'Storyline Entertainment', 'origin_country': 'US'}, {'id': 11073, 'logo_path': '/wHs44fktdoj6c378ZbSWfzKsM2Z.png', 'name': 'Sony Pictures Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-01,0.0,143.0,Jesus Christ Superstar Live in Concert,7.4,17.0
1128,,3000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",Blurt!,4.738,"[{'id': 16441, 'logo_path': None, 'name': 'Pacific Bay Entertainment Canada', 'origin_country': ''}, {'id': 16442, 'logo_path': None, 'name': 'Pacific Bay Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-19,0.0,46.0,Blurt!,7.4,17.0
1129,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}, {'id': 10402, 'name': 'Music'}]",Adam Sandler: 100% Fresh,6.0,"[{'id': 5466, 'logo_path': '/1QCiwVMHyYxLtcEd4NGvlQ7cmA4.png', 'name': 'Irwin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-23,0.0,73.0,Adam Sandler: 100% Fresh,7.4,50.0
1130,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Stella's Last Weekend,2.687,"[{'id': 88926, 'logo_path': '/25xVamxaglo1Aie5MnYndlmHB9H.png', 'name': 'Related Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-12,0.0,102.0,Stella's Last Weekend,7.4,11.0
1131,,0.0,"[{'id': 99, 'name': 'Documentary'}]",They'll Love Me When I'm Dead,4.922,"[{'id': 58637, 'logo_path': '/yLSNxhJzLwYS0OZmLGjwnPcUGUT.png', 'name': 'Tremolo Productions', 'origin_country': 'US'}, {'id': 106654, 'logo_path': None, 'name': 'Royal Road Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-31,0.0,98.0,They'll Love Me When I'm Dead,7.4,54.0
1132,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",Auntie Edna,4.93,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-23,0.0,5.0,Auntie Edna,7.4,42.0
1133,,0.0,"[{'id': 99, 'name': 'Documentary'}]",The Rise and Fall of Nokia,3.098,"[{'id': 16630, 'logo_path': None, 'name': 'BBC Four', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-07-10,0.0,59.0,The Rise and Fall of Nokia,7.4,5.0
1134,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",Prosecuting Evil: The Extraordinary World of Ben Ferencz,2.576,"[{'id': 31098, 'logo_path': None, 'name': 'Melbar Entertainment Group', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-09-07,0.0,83.0,Prosecuting Evil: The Extraordinary World of Ben Ferencz,7.4,5.0
1135,,0.0,[],Fred: The Godfather of British Crime,3.383,"[{'id': 61770, 'logo_path': None, 'name': 'Salon Pictures', 'origin_country': 'GB'}, {'id': 3870, 'logo_path': '/hZlf4rlzB913VrRzSED4NLPy0EM.png', 'name': 'Premiere Picture', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-04-20,0.0,85.0,Fred: The Godfather of British Crime,7.4,5.0
1136,,0.0,"[{'id': 99, 'name': 'Documentary'}]","Kilian Jornet, Path to Everest",1.535,[],[],2018-03-01,0.0,84.0,"Kilian Jornet, Path to Everest",7.4,5.0
1137,,0.0,"[{'id': 18, 'name': 'Drama'}]",Pass Over,1.788,"[{'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}]",[],2018-01-26,0.0,74.0,Pass Over,7.4,5.0
1138,,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",The House of Violent Desire,2.793,"[{'id': 78564, 'logo_path': None, 'name': 'Dark Temple Motion Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-10-05,0.0,117.0,The House of Violent Desire,7.4,5.0
1139,,0.0,"[{'id': 53, 'name': 'Thriller'}]",A Bluebird in My Heart,4.376,"[{'id': 19037, 'logo_path': '/xhAYgpFmJfcCVLV5NMD8QKvqqHc.png', 'name': 'Umedia', 'origin_country': 'BE'}, {'id': 36289, 'logo_path': None, 'name': 'Atchafalaya', 'origin_country': ''}, {'id': 12648, 'logo_path': None, 'name': 'Labyrinthe Films', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2018-03-10,0.0,86.0,A Bluebird in My Heart,7.4,10.0
1140,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",On the Basis of Sex,14.181,"[{'id': 99962, 'logo_path': None, 'name': 'Robert Cort Productions', 'origin_country': 'US'}, {'id': 6735, 'logo_path': '/6yyByQrmTAgJv0QzZ1Eh1jiGX4R.png', 'name': 'Participant Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-25,0.0,120.0,On the Basis of Sex,7.4,362.0
1141,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",Christmas Around the Corner,2.34,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-14,0.0,90.0,Christmas Around the Corner,7.4,4.0
1142,,0.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",Overwatch Animated Short: Shooting Star,2.094,"[{'id': 16028, 'logo_path': '/6hZcvVaJlKpDLy0iMKXuvC0K2A5.png', 'name': 'Blizzard Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-22,0.0,8.0,Overwatch Animated Short: Shooting Star,7.4,16.0
1143,,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",Harmony,3.235,"[{'id': 99755, 'logo_path': '/As4UbWWZOIqhxLRQBF5hyEcE9xq.png', 'name': 'Cowlick Entertainment', 'origin_country': 'AU'}, {'id': 99756, 'logo_path': None, 'name': 'Film Grit', 'origin_country': 'AU'}, {'id': 99757, 'logo_path': None, 'name': 'Rhythmic Films', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-10-04,0.0,97.0,Harmony,7.4,8.0
1144,,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",Imagine,1.258,"[{'id': 94695, 'logo_path': None, 'name': 'Joko Productions', 'origin_country': ''}]",[],2018-10-08,0.0,68.0,Imagine,7.4,8.0
1145,"{'id': 650446, 'name': 'Christmas in Evergreen Collection', 'poster_path': None, 'backdrop_path': None}",0.0,"[{'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",Christmas in Evergreen: Letters to Santa,3.244,"[{'id': 4056, 'logo_path': None, 'name': 'Hallmark Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-18,0.0,90.0,Christmas in Evergreen: Letters to Santa,7.3,16.0
1146,,0.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",Peterloo,6.267,"[{'id': 10100, 'logo_path': '/nmx8lrRBeXk5ZLnUKazDUx4PYVf.png', 'name': 'Thin Man Films', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 20580, 'logo_path': '/tkFE81jJIqiFYPP8Tho57MXRQEx.png', 'name': 'Amazon Studios', 'origin_country': 'US'}, {'id': 16877, 'logo_path': '/pR2SnHFl7BvRIUuauFJrxXFYjeU.png', 'name': 'BFI Film Fund', 'origin_country': 'GB'}, {'id': 7281, 'logo_path': '/lkqIuaKTm2sg3umwTBScmqyzLX5.png', 'name': 'British Film Institute', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-11-01,0.0,154.0,Peterloo,7.4,45.0
1147,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Do You Trust this Computer?,5.127,"[{'id': 8746, 'logo_path': None, 'name': 'Papercut Films', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-05,0.0,78.0,Do You Trust this Computer?,7.4,26.0
1148,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",Mapplethorpe,2.586,"[{'id': 5443, 'logo_path': None, 'name': 'Interloper Films', 'origin_country': ''}, {'id': 9118, 'logo_path': '/9o6KLcDBRw3fNItUflJVwj8dZpC.png', 'name': 'Samuel Goldwyn Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-22,0.0,95.0,Mapplethorpe,7.4,7.0
1149,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Andre the Giant,7.849,"[{'id': 6751, 'logo_path': '/giPzzhPdiNloiuwo7qLagRn5uGH.png', 'name': 'HBO Sports', 'origin_country': ''}, {'id': 14914, 'logo_path': '/1RZBWz53SpHUTLpRcM8BGv2plIP.png', 'name': 'HBO Documentary Films', 'origin_country': 'US'}, {'id': 7588, 'logo_path': '/jxduCllItpBzaBQU00mhD3bxjkE.png', 'name': 'World Wrestling Entertainment (WWE)', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-10,0.0,85.0,Andre the Giant,7.3,66.0
1150,"{'id': 593251, 'name': 'Superman (DC Animated Movie Universe) Collection', 'poster_path': '/iql6qdL7FUFUAdFgpRierIk1HUA.jpg', 'backdrop_path': '/xKL7q00o6kIME7h8XY9gu3CcaDt.jpg'}",0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",The Death of Superman,11.309,"[{'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-03,0.0,81.0,The Death of Superman,7.3,299.0
1151,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",Crownsville Hospital: From Lunacy to Legacy,0.6,"[{'id': 124953, 'logo_path': None, 'name': 'INGO Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-18,0.0,108.0,Crownsville Hospital: From Lunacy to Legacy,7.3,3.0
1152,,0.0,"[{'id': 35, 'name': 'Comedy'}]",The Queen and I,1.72,[],[],2018-12-24,0.0,90.0,The Queen and I,7.3,3.0
1153,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",Super Monsters and the Wish Star,1.853,[],[],2018-12-07,0.0,27.0,Super Monsters and the Wish Star,7.3,3.0
1154,,3000.0,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",Down River,2.009,"[{'id': 111969, 'logo_path': None, 'name': 'Future of Film Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-04,0.0,70.0,Down River,7.3,3.0
1155,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Straight Up: Kentucky Bourbon,1.807,"[{'id': 111845, 'logo_path': '/QTuDLxNWUnXBRg2TwfA2swITsn.png', 'name': '#Beardforce Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-01,0.0,73.0,Straight Up: Kentucky Bourbon,7.3,3.0
1156,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",Christmas on Holly Lane,1.747,[],[],2018-11-11,0.0,,Christmas on Holly Lane,7.3,3.0
1157,,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",The Hoard,1.777,"[{'id': 17561, 'logo_path': '/cIyFyDOfTjxVKdMmhTBNiCkuW0D.png', 'name': 'Foresight Features', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2018-11-25,0.0,99.0,The Hoard,7.3,3.0
1158,,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",Best Friend,1.4,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2018-11-08,0.0,5.0,Best Friend,7.3,6.0
1159,,0.0,"[{'id': 35, 'name': 'Comedy'}]",The Pastor and the Pro,1.42,"[{'id': 111189, 'logo_path': None, 'name': 'Matthew Wilson Production', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-09,0.0,78.0,The Pastor and the Pro,7.3,3.0
1160,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",Two Bois Fighting,0.6,[],[],2018-06-11,0.0,1.0,Two Bois Fighting,7.3,3.0
1161,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Mooch,0.759,[],[],2018-10-23,0.0,83.0,Mooch,7.3,3.0
1162,,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",In Echo Park,2.019,"[{'id': 116603, 'logo_path': None, 'name': 'Cement Head Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-23,0.0,80.0,In Echo Park,7.3,3.0
1163,,0.0,"[{'id': 99, 'name': 'Documentary'}]",Above and Beyond: NASA's Journey to Tomorrow,1.649,[],[],2018-10-13,0.0,90.0,Above and Beyond: NASA's Journey to Tomorrow,7.3,3.0
1164,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",The Second,2.564,"[{'id': 103657, 'logo_path': None, 'name': 'Sense & Centsability', 'origin_country': ''}, {'id': 10950, 'logo_path': '/6TdE9m9KgV2az7vNI8n95rQiYr3.png', 'name': 'Screen Queensland', 'origin_country': 'AU'}, {'id': 103658, 'logo_path': None, 'name': 'Second Films', 'origin_country': ''}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2018-04-22,0.0,94.0,The Second,7.3,6.0
1165,,0.0,"[{'id': 35, 'name': 'Comedy'}]",Todo lo que sería Lucas Lauriente,1.11,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-06,0.0,78.0,Todo lo que sería Lucas Lauriente,7.3,3.0
1166,,0.0,"[{'id': 18, 'name': 'Drama'}]",Ice,1.624,"[{'id': 38913, 'logo_path': None, 'name': 'Supernova Films', 'origin_country': ''}, {'id': 102597, 'logo_path': None, 'name': 'Maddness Pictures LLC', 'origin_country': ''}, {'id': 102598, 'logo_path': None, 'name': 'Foxtrot X-Ray', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-26,0.0,98.0,Ice,7.3,3.0
1167,,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 80, 'name': 'Crime'}]",Call Her Ganda,1.032,"[{'id': 18656, 'logo_path': None, 'name': 'Breaking Glass Pictures', 'origin_country': ''}, {'id': 109510, 'logo_path': None, 'name': 'Unraval Pictures', 'origin_country': ''}, {'id': 50092, 'logo_path': None, 'name': 'Just Films', 'origin_country': ''}, {'id': 13150, 'logo_path': None, 'name': 'Naked Edge Films', 'origin_country': ''}, {'id': 93092, 'logo_path': None, 'name': 'Sundance Institute Documentary Fund', 'origin_country': ''}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2018-04-19,0.0,93.0,Call Her Ganda,7.3,3.0
1168,,0.0,"[{'id': 99, 'name': 'Documentary'}]","Love, Gilda",3.488,"[{'id': 110649, 'logo_path': None, 'name': '3 Faces Films', 'origin_country': ''}, {'id': 10978, 'logo_path': None, 'name': 'Motto Pictures', 'origin_country': ''}]",[],2018-04-18,0.0,84.0,"Love, Gilda",7.3,24.0
1169,,0.0,"[{'id': 18, 'name': 'Drama'}]",Happy Valentine's Day,0.84,[],[],2018-01-15,0.0,5.0,Happy Valentine's Day,7.3,3.0
