,popularity,vote_count,video,poster_path,id,adult,backdrop_path,original_language,original_title,genre_ids,title,vote_average,overview,release_date
62,15.185,1178,False,/yAcb58vipewa1BfNit2RjE6boXA.jpg,407451,False,/zqUaMojohr96itJYCE3W1NauTn7.jpg,en,A Wrinkle in Time,"[12, 14, 878, 10751]",A Wrinkle in Time,5.0,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",2018-03-08
63,17.391,2619,False,/rDeGK6FIUfVcXmuBdEORPAGPMNg.jpg,399035,False,/clmYuR1t4TtKcakIOvYIPrjyxDc.jpg,en,The Commuter,"[28, 53]",The Commuter,6.2,"A businessman, on his daily commute home, gets unwittingly caught up in a criminal conspiracy that threatens not only his life but the lives of those around him.",2018-01-11
64,16.169,3130,False,/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg,445571,False,/4hU1pC7MGQ7wU9ldkRJYNHK3vgb.jpg,en,Game Night,"[35, 80, 9648]",Game Night,6.9,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",2018-02-22
65,29.132,2308,False,/gLhYg9NIvIPKVRTtvzCWnp1qJWG.jpg,428078,False,/rm2oMykm5nX6SzXFr7TGHkO6r8Z.jpg,en,Mortal Engines,"[12, 14]",Mortal Engines,6.1,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",2018-11-27
66,20.566,2411,False,/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,345887,False,/a24i4Qw6qFTtkFLQsncv8WPwevj.jpg,en,The Equalizer 2,"[53, 28, 80]",The Equalizer 2,6.5,"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered.",2018-07-19
67,18.64,2852,False,/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,369972,False,/jrudoaXcoLyHRPdolyOGemXgPEs.jpg,en,First Man,"[18, 36]",First Man,7.1,"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",2018-10-11
68,16.56,1936,False,/gjAFM4xhA5vyLxxKMz38ujlUfDL.jpg,400155,False,/m03jul0YdVEOFXEQVUv6pOVQYGL.jpg,en,Hotel Transylvania 3: Summer Vacation,"[16, 35, 14, 10751]",Hotel Transylvania 3: Summer Vacation,6.8,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",2018-06-28
69,15.311,1545,False,/fQYgljzKgkeGEukezaJsMWp7oq1.jpg,420814,False,/uDt8bQ4lGVlabEx5Gl2cPzvy6qz.jpg,en,Christopher Robin,"[12, 35, 14, 10751]",Christopher Robin,7.4,"Christopher Robin, the boy who had countless adventures in the Hundred Acre Wood, has grown up and lost his way. Now it’s up to his spirited and loveable stuffed animals, Winnie The Pooh, Tigger, Piglet, and the rest of the gang, to rekindle their friendship and remind him of endless days of childlike wonder and make-believe, when doing nothing was the very best something.",2018-08-02
70,13.404,2278,False,/ei2waWQAG8NP244WShIFgGu9IOu.jpg,460019,False,/jrZTNZmcjUVh7DPy6txp93Aczpa.jpg,en,Truth or Dare,"[27, 53]",Truth or Dare,6.0,"A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",2018-04-12
71,15.928,1110,False,/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg,437557,False,/g3LYarEY9LjB28Ct2trwFN72gqZ.jpg,en,Blockers,[35],Blockers,6.2,"When three parents discover their daughters’ pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",2018-03-14
72,18.933,603,False,/t2wy38iiMpB8WsgJi3lYeDnGh2H.jpg,442062,False,/h5BvesqaxL7V3vl1CmaR8waGyiM.jpg,en,Goosebumps 2: Haunted Halloween,"[12, 35, 14, 27, 10751]",Goosebumps 2: Haunted Halloween,5.7,"Two boys face an onslaught from witches, monsters, ghouls and a talking dummy after they discover a mysterious book by author R. L. Stine.",2018-10-11
73,9.925,639,False,/qauHzSQJdo9VYX4NKn9PdWnvXOV.jpg,454619,False,/9UoPUIWCoCFzjNtm2zokSHJXmHB.jpg,en,Overboard,"[35, 10749]",Overboard,6.3,"A spoiled, wealthy yacht owner is thrown overboard and becomes the target of revenge from his mistreated employee. A remake of the 1987 comedy.",2018-05-03
74,12.54,393,False,/wqnzpJR3PwS4doVkAkt9seSEpoX.jpg,370567,False,/a8yYZd7vECN3myX8dJiXOlN2bgf.jpg,en,Sherlock Gnomes,"[16, 10751, 14]",Sherlock Gnomes,5.5,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",2018-03-15
75,20.482,2632,False,/cwBq0onfmeilU5xgqNNjJAMPfpw.jpg,375262,False,/ph5fElfh4U7O3jwhFljxz2LDp1l.jpg,en,The Favourite,"[35, 18, 36]",The Favourite,7.6,"England, early 18th century. The close relationship between Queen Anne and Sarah Churchill is threatened by the arrival of Sarah's cousin, Abigail Hill, resulting in a bitter rivalry between the two cousins to be the Queen's favourite.",2018-11-23
76,23.208,1419,False,/AfybH6GbGFw1F9bcETe2yu25mIE.jpg,449443,False,/s3FDBLH4qc1IcjexB05Qvbn3wxO.jpg,en,Den of Thieves,"[28, 80, 53]",Den of Thieves,6.6,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff’s Dept. and the state’s most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,2018-01-18
77,22.515,3121,False,/lHV8HHlhwNup2VbpiACtlKzaGIQ.jpg,493922,False,/4DUoPZOHdPuROP4nyEIsPaMIiQl.jpg,en,Hereditary,"[27, 9648, 53]",Hereditary,7.0,"When Ellen, the matriarch of the Graham family, passes away, her daughter’s family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",2018-06-07
78,8.615,379,False,/6ORGBbOA45pfKQXvntPf46NoFGO.jpg,502682,False,/pozA8qiFEVY2A2ynM1mQwwhyQTW.jpg,en,Book Club,"[35, 18, 10749]",Book Club,6.1,Four lifelong friends have their lives forever changed after reading Fifty Shades of Grey in their monthly book club.,2018-05-18
79,23.466,1545,False,/msqWSQkU403cQKjQHnWLnugv7EY.jpg,400535,False,/13VjjUeJ6mcDUB36XRu4YFpYNSm.jpg,en,Sicario: Day of the Soldado,"[28, 80, 18, 53]",Sicario: Day of the Soldado,6.7,Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border.,2018-06-27
80,14.171,1521,False,/eXXpuW2xaq5Aen9N5prFlARVIvr.jpg,455980,False,/yRXzrwLfB5tDTIA3lSU9S3N9RUK.jpg,en,Tag,"[35, 18]",Tag,6.7,"For one month every year, five highly competitive friends hit the ground running in a no-holds-barred game of tag they’ve been playing since the first grade. This year, the game coincides with the wedding of their only undefeated player, which should finally make him an easy target. But he knows they’re coming...and he’s ready.",2018-05-30
81,14.234,1209,False,/d31SGJSaX29ba5ZUbZcesGoDE7I.jpg,401469,False,/tkri1hMrb1FhWfb2bWpprsvq9Sd.jpg,en,Widows,"[80, 53]",Widows,6.5,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist.",2018-11-06
82,26.99,1578,False,/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg,375588,False,/axjFiijtxdfK3CD9dMwrdgLwblD.jpg,en,Robin Hood,"[28, 12, 53]",Robin Hood,5.8,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,2018-11-21
83,14.736,527,False,/maUMIZVGs8g1hYtq4dQ9Lg9FtVF.jpg,503616,False,/gNgDiyRadPbTO0NsZWwvrd6xvaZ.jpg,en,Second Act,"[35, 10749]",Second Act,6.2,"Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a second act.",2018-11-22
84,18.12,1456,False,/j18021qCeRi3yUBtqd2UFj1c0RQ.jpg,429351,False,/x5EUEv1N9g4BCX9GQXKvv3nqMVo.jpg,en,12 Strong,"[28, 18, 36, 10752]",12 Strong,5.7,A team of CIA agents and special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,2018-01-16
85,15.14,1658,False,/seqLrPNbWJdcX6PeEhBNkmxjz6h.jpg,429197,False,/n49difnnZ8e0CZTvulnMRoURdQj.jpg,en,Vice,"[35, 18, 36]",Vice,7.1,"George W. Bush picks Dick Cheney, the CEO of Halliburton Co., to be his Republican running mate in the 2000 presidential election. No stranger to politics, Cheney's impressive résumé includes stints as White House chief of staff, House Minority Whip and defense secretary. When Bush wins by a narrow margin, Cheney begins to use his newfound power to help reshape the country and the world.",2018-12-25
86,15.214,1835,False,/9N0T3BaHZNdUCcMZQIM3yMUFwEh.jpg,489999,False,/a3ay4lYVIbgXY9QdWveWqtS1lVx.jpg,en,Searching,"[18, 9648, 53]",Searching,7.6,"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop.",2018-08-24
87,16.29,2329,False,/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg,399174,False,/dkk1wFBDhPzLXPwVmHTRzny3rkX.jpg,en,Isle of Dogs,"[12, 16, 35]",Isle of Dogs,7.9,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",2018-03-23
88,10.24,528,False,/749iUAWQWeutQuTd9excjmigecw.jpg,399796,False,/5uayF96i4JWtdNH3uJy5IpImDBT.jpg,en,Life of the Party,[35],Life of the Party,6.2,"Dumped by her husband, longtime housewife Deanna turns regret into reset by going back to college. Winding up at the same school as her daughter, Deanna plunges headlong into the campus experience – embracing fun, freedom and frat boys.",2018-05-10
89,15.93,3587,False,/5YUYg5q7QfC4IoNwNUtiwdiYKPr.jpg,449176,False,/rqMEeajyzSF4PpJtdCB816Iz8Vr.jpg,en,"Love, Simon","[35, 18, 10749]","Love, Simon",8.1,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,2018-02-16
90,18.626,1167,False,/9vPDY8e7YxLwgVum7YZIUJbr4qc.jpg,426543,False,/l2ji4YiNSPBV69WjGBgU0gCvRqy.jpg,en,The Nutcracker and the Four Realms,"[12, 14, 10751]",The Nutcracker and the Four Realms,6.0,"A young girl is transported into a magical world of gingerbread soldiers and an army of mice.  In Disney’s magical take on the classic The Nutcracker, Clara wants a one-of-a-kind key that will unlock a box holding a priceless gift. A golden thread presented at her godfather’s holiday party leads her to the coveted key—which promptly disappears into a strange and mysterious parallel world. There Clara encounters a soldier, a gang of mice and the regents of three magical Realms. But she must brave the ominous Fourth Realm, home to the tyrant Mother Ginger, to retrieve her key and return harmony to the unstable world.",2018-10-26
91,15.217,893,False,/qxJQ0VBCuJkJhJmuWzxI408ngwd.jpg,453201,False,/yxpuqA8oK20t4BzdGUjz7sp62qu.jpg,en,The 15:17 to Paris,"[18, 36, 53]",The 15:17 to Paris,5.3,"In August 2015, an ISIS terrorist boarded train #9364 from Brussels to Paris. Armed with an AK-47 and enough ammo to kill more than 500 people, the terrorist might have succeeded except for three American friends who refused to give in to fear. One was a college student, one was a martial arts enthusiast and airman first class in the U.S. Air Force, and the other was a member of the Oregon National Guard, and all three pals proved fearless as they charged and ultimately overpowered the gunman after he emerged from a bathroom armed and ready to kill.",2018-02-02
92,16.004,2205,False,/aIYsjQM0piKc0ibPBCTWv3sqshj.jpg,484247,False,/nb1s8r6MhDcPyMjx3sjw9rFsEP5.jpg,en,A Simple Favor,"[35, 80, 18, 9648, 53]",A Simple Favor,6.6,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",2018-08-29
93,15.455,377,False,/5iW2rntwLZoGlFCYYy8TjHyblbw.jpg,387592,False,/9m71RMP45mg599xtKPyjicyHn1a.jpg,en,Early Man,"[12, 16, 35, 10751]",Early Man,6.0,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",2018-01-26
94,17.599,1258,False,/iuPs45XIxfARKPLEkCGXWUrBrTR.jpg,460668,False,/3Zb4Du20mvKl0jlOtQ6lCFhpiiT.jpg,en,I Feel Pretty,[35],I Feel Pretty,6.4,A head injury causes a woman to develop an extraordinary amount of confidence and believe she's drop dead gorgeous.,2018-04-19
95,7.382,349,False,/60WQEFuSxb1K7q44ypDhknkscOm.jpg,497814,False,/aEitmeLoFACS2hUEJSo1cDyWosn.jpg,en,Breaking In,"[28, 80, 53]",Breaking In,5.8,"Shaun Russell takes her son and daughter on a weekend getaway to her late father's secluded, high-tech vacation home in the countryside. The family soon gets an unwelcome surprise when four men break into the house to find hidden money. After managing to escape, Shaun must now figure out a way to turn the tables on the desperate thieves and save her captive children.",2018-05-05
96,19.95,921,False,/jrzxS0vcbzIIay1sdYm0rgI2QfJ.jpg,458594,False,/9krZX6T4EEs5eFpXgSi8jZkN48O.jpg,en,Peppermint,"[28, 53]",Peppermint,6.5,"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice.",2018-09-06
97,15.533,3804,False,/55W6mUVv4CXMMQHHhV2zXtLSpXQ.jpg,487558,False,/gMVdhfQ7q9DFHhDkehrququjGPd.jpg,en,BlacKkKlansman,[80],BlacKkKlansman,7.6,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",2018-07-30
98,16.925,4979,False,/d3qcpfNwbAMCNqWDHzPQsUYiUgS.jpg,300668,False,/5zfVNTrkhMu673zma6qhFzG01ig.jpg,en,Annihilation,"[27, 878]",Annihilation,6.3,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",2018-02-22
99,14.211,1319,False,/l76Rgp32z2UxjULApxGXAPpYdAP.jpg,438799,False,/sHNC8hjAu4ZKXYhG3cp8ghRZ02B.jpg,en,Overlord,"[27, 878, 10752]",Overlord,6.6,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",2018-11-01
