,Unnamed: 0,budget,genres,id,imdb_id,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,ROI
62,62,103000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",407451.0,tt1620680,A Wrinkle in Time,15.185,"[{'id': 51164, 'logo_path': None, 'name': 'Whitaker Entertainment', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-08,132675864.0,109.0,A Wrinkle in Time,5.0,1178.0,1.2881151844660195
63,63,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",399035.0,tt1590193,The Commuter,17.391,"[{'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 23513, 'logo_path': None, 'name': 'Ombra Films', 'origin_country': ''}, {'id': 356, 'logo_path': '/9tW5wZEGotn1Ei5pErA88m47XiD.png', 'name': 'TF1 Films Production', 'origin_country': 'FR'}, {'id': 99132, 'logo_path': None, 'name': 'The Picture Company', 'origin_country': 'US'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 10611, 'logo_path': '/zQ4fGaEnNkWfSzyygXRcUZwPmDG.png', 'name': 'Ciné+', 'origin_country': 'FR'}, {'id': 104931, 'logo_path': '/aNOZx62BIqRT1ji0gWowiNRXZ4o.png', 'name': 'Amazon Prime Video', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-11,119942387.0,104.0,The Commuter,6.2,2619.0,3.9980795666666666
64,64,37000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",445571.0,tt2704998,Game Night,16.169,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 37361, 'logo_path': None, 'name': 'Aggregate Films', 'origin_country': ''}, {'id': 1302, 'logo_path': '/kQZtJdyphCmq292iGDqlUx0yk2D.png', 'name': 'Davis Entertainment', 'origin_country': 'US'}, {'id': 103376, 'logo_path': None, 'name': 'Access Entertainment', 'origin_country': ''}, {'id': 105322, 'logo_path': None, 'name': 'Access Industries', 'origin_country': ''}, {'id': 444, 'logo_path': '/42UPdZl6B2cFXgNUASR8hSt9mpS.png', 'name': 'Dune Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-22,117501013.0,100.0,Game Night,6.9,3131.0,3.175703054054054
65,65,100000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",428078.0,tt1571234,Mortal Engines,29.131999999999998,"[{'id': 1938, 'logo_path': None, 'name': 'Scholastic Productions', 'origin_country': 'US'}, {'id': 105645, 'logo_path': None, 'name': 'Silvertongue Films', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 2531, 'logo_path': '/pC2iDCDCvV85vOBP7a5Ukxuc0Du.png', 'name': 'Media Rights Capital', 'origin_country': 'US'}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-27,104236467.0,129.0,Mortal Engines,6.1,2308.0,1.04236467
66,66,62000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",345887.0,tt3766354,The Equalizer 2,20.566,"[{'id': 2767, 'logo_path': None, 'name': 'Mace Neufeld Productions', 'origin_country': 'US'}, {'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 41096, 'logo_path': None, 'name': 'Lonetree Entertainment', 'origin_country': 'US'}, {'id': 8151, 'logo_path': None, 'name': 'Fuqua Films', 'origin_country': 'US'}, {'id': 1423, 'logo_path': '/9KSoL1oEQaBSPLwEhoZZRoxTzyx.png', 'name': 'Escape Artists', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}, {'id': 44967, 'logo_path': None, 'name': 'ZHIV Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-07-19,102084362.0,122.0,The Equalizer 2,6.5,2412.0,1.6465219677419354
67,67,70000000.0,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",369972.0,tt1213641,First Man,18.64,"[{'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}, {'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 109042, 'logo_path': None, 'name': 'Phantasma Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-11,100546153.0,141.0,First Man,7.1,2852.0,1.4363736142857142
68,68,80000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",400155.0,tt5220122,Hotel Transylvania 3: Summer Vacation,16.56,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 2251, 'logo_path': '/6l16UFSkZ1oPpyBYaILgffFZlTc.png', 'name': 'Sony Pictures Animation', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-28,100176000.0,97.0,Hotel Transylvania 3: Summer Vacation,6.8,1936.0,1.2522
69,69,75000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",420814.0,tt4575576,Christopher Robin,15.311,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 23644, 'logo_path': None, 'name': '2DUX²', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-02,99138899.0,104.0,Christopher Robin,7.4,1545.0,1.3218519866666667
70,70,3500000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",460019.0,tt6772950,Truth or Dare,13.404000000000002,"[{'id': 3172, 'logo_path': '/kDedjRZwO8uyFhuHamomOhN6fzG.png', 'name': 'Blumhouse Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-04-12,94841481.0,100.0,Truth or Dare,6.0,2278.0,27.097566
71,71,21000000.0,"[{'id': 35, 'name': 'Comedy'}]",437557.0,tt2531344,Blockers,15.927999999999999,"[{'id': 101024, 'logo_path': None, 'name': 'Hurwitz & Schlossberg Productions', 'origin_country': 'US'}, {'id': 17393, 'logo_path': '/k28sCof6kheeOicLqL6EXX2GHov.png', 'name': 'Good Universe', 'origin_country': 'US'}, {'id': 10289, 'logo_path': '/4lXJcFjACjb34LF78AUjEz4FtB9.png', 'name': 'DMG Entertainment', 'origin_country': 'US'}, {'id': 16615, 'logo_path': '/dbxHaOtibTKvP6dUMRYdwUOULgY.png', 'name': 'Point Grey Pictures', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-14,93674786.0,102.0,Blockers,6.2,1110.0,4.460704095238095
72,72,35000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 27, 'name': 'Horror'}]",442062.0,tt5664636,Goosebumps 2: Haunted Halloween,18.933,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 333, 'logo_path': '/5xUJfzPZ8jWJUDzYtIeuPO4qPIa.png', 'name': 'Original Film', 'origin_country': 'US'}, {'id': 30246, 'logo_path': None, 'name': 'Scholastic Entertainment', 'origin_country': 'US'}, {'id': 105645, 'logo_path': None, 'name': 'Silvertongue Films', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/GagSvqWlyPdkFHMfQ3pNq6ix9P.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-11,92503612.0,90.0,Goosebumps 2: Haunted Halloween,5.7,603.0,2.6429603428571427
73,73,12000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",454619.0,tt1563742,Overboard,9.925,"[{'id': 8573, 'logo_path': None, 'name': 'Pantelion Film', 'origin_country': ''}, {'id': 105116, 'logo_path': None, 'name': '3Pas Studios', 'origin_country': ''}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-03,91244913.0,112.0,Overboard,6.3,639.0,7.60374275
74,74,59000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",370567.0,tt2296777,Sherlock Gnomes,12.54,"[{'id': 28320, 'logo_path': '/5UPGj1MwzrtxclRGTfeiQ1J0zVk.png', 'name': 'Rocket Pictures', 'origin_country': 'GB'}, {'id': 24955, 'logo_path': '/rH0gVNXekxmpTTvFeIitUzJHFSm.png', 'name': 'Paramount Animation', 'origin_country': 'US'}, {'id': 21, 'logo_path': '/mjofSXiHpG5t6KYmU4l4FrUhT7m.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-03-15,87625666.0,86.0,Sherlock Gnomes,5.5,393.0,1.485180779661017
75,75,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",375262.0,tt5083738,The Favourite,20.482,"[{'id': 22842, 'logo_path': '/waIZoO3pnB0VVCUVo8u6hqcYN9U.png', 'name': 'Waypoint Entertainment', 'origin_country': 'US'}, {'id': 3353, 'logo_path': '/qv2v9HaStUTRjqonODM29YG0oFX.png', 'name': 'Element Pictures', 'origin_country': 'IE'}, {'id': 71265, 'logo_path': None, 'name': 'Scarlet Films', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-23,82124805.0,120.0,The Favourite,7.6,2633.0,5.474987
76,76,30000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",449443.0,tt1259528,Den of Thieves,23.208000000000002,"[{'id': 2995, 'logo_path': None, 'name': 'Atmosphere Entertainment MM', 'origin_country': 'US'}, {'id': 103330, 'logo_path': None, 'name': 'Diamond Film Productions', 'origin_country': 'US'}, {'id': 103331, 'logo_path': None, 'name': 'G-BASE', 'origin_country': 'US'}, {'id': 100033, 'logo_path': '/74LDJbOFdya1ijNT11uh0mM5eg0.png', 'name': 'Tucker Tooley Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-18,80509622.0,140.0,Den of Thieves,6.6,1419.0,2.6836540666666666
77,77,10000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",493922.0,tt7784604,Hereditary,22.515,"[{'id': 24277, 'logo_path': '/mRSBVNNL2lZvJKVGjlxeUQVRc6X.png', 'name': 'PalmStar Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-07,79336821.0,127.0,Hereditary,7.0,3123.0,7.9336821
78,78,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",502682.0,tt6857166,Book Club,8.615,"[{'id': 76901, 'logo_path': '/l6LNuKdl51PmyO130Kzmc9FKosI.png', 'name': 'June Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-18,78720293.0,104.0,Book Club,6.1,379.0,7.8720293
79,79,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",400535.0,tt5052474,Sicario: Day of the Soldado,23.465999999999998,"[{'id': 33681, 'logo_path': '/dHx2nsV9AC7IBlKN2dk1FDImvOz.png', 'name': 'Black Label Media', 'origin_country': 'US'}, {'id': 3528, 'logo_path': '/cCzCClIzIh81Fa79hpW5nXoUsHK.png', 'name': 'Thunder Road Pictures', 'origin_country': 'US'}, {'id': 116147, 'logo_path': None, 'name': 'Orange Corp', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-06-27,75836683.0,123.0,Sicario: Day of the Soldado,6.7,1545.0,2.1667623714285713
80,80,28000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",455980.0,tt2854926,Tag,14.171,"[{'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 8000, 'logo_path': '/f8NwLg72BByt3eav7lX1lcJfe60.png', 'name': 'Broken Road Productions', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-30,75100000.0,100.0,Tag,6.7,1521.0,2.682142857142857
81,81,42000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",401469.0,tt4218572,Widows,14.234000000000002,"[{'id': 10104, 'logo_path': '/hNuGhsKVlmhnwSRcmOejDBDjh6w.png', 'name': 'New Regency Pictures', 'origin_country': 'US'}, {'id': 7217, 'logo_path': '/vFbexaF70wSMUHRA6Fy6UcuA1ju.png', 'name': 'See-Saw Films', 'origin_country': 'GB'}, {'id': 6705, 'logo_path': '/5uoaxZCSYuc6KEiJgEYSWzLIFAW.png', 'name': 'Film4 Productions', 'origin_country': 'GB'}, {'id': 113380, 'logo_path': None, 'name': 'Lammas Park', 'origin_country': 'GB'}, {'id': 508, 'logo_path': '/7PzJdsLGlR7oW4J0J5Xcd0pHGRg.png', 'name': 'Regency Enterprises', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2018-11-06,73866088.0,129.0,Widows,6.5,1209.0,1.758716380952381
82,82,100000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",375588.0,tt4532826,Robin Hood,26.99,"[{'id': 562, 'logo_path': '/k3NsSdV854UX4zEReX1dl1Psxbb.png', 'name': 'Appian Way', 'origin_country': 'US'}, {'id': 25577, 'logo_path': None, 'name': 'Safehouse Pictures', 'origin_country': 'US'}, {'id': 491, 'logo_path': '/rUp0lLKa1pr4UsPm8fgzmnNGxtq.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 3528, 'logo_path': '/cCzCClIzIh81Fa79hpW5nXoUsHK.png', 'name': 'Thunder Road Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-21,73260114.0,116.0,Robin Hood,5.8,1578.0,0.73260114
83,83,16000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",503616.0,tt2126357,Second Act,14.735999999999999,"[{'id': 47729, 'logo_path': '/5NRpQ7xxmODXAjt2pRWUFMLVzvP.png', 'name': 'STX Entertainment', 'origin_country': 'US'}, {'id': 1620, 'logo_path': None, 'name': 'Nuyorican Productions', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-11-22,72282227.0,100.0,Second Act,6.2,527.0,4.5176391875
84,84,35000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",429351.0,tt1413492,12 Strong,18.12,"[{'id': 79529, 'logo_path': '/gVN3k8emmKy4iV4KREWcCtxusZK.png', 'name': 'Torridon Films', 'origin_country': 'US'}, {'id': 1088, 'logo_path': '/9WOE5AQUXbOtLU6GTwfjS8OMF0v.png', 'name': 'Alcon Entertainment', 'origin_country': 'US'}, {'id': 33681, 'logo_path': '/dHx2nsV9AC7IBlKN2dk1FDImvOz.png', 'name': 'Black Label Media', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 101829, 'logo_path': '/8IOjCvgjq0zTrtP91cWD3kL2jMK.png', 'name': '16:14 Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-16,67131266.0,130.0,12 Strong,5.7,1456.0,1.9180361714285714
85,85,60000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 35, 'name': 'Comedy'}]",429197.0,tt6266538,Vice,15.14,"[{'id': 81, 'logo_path': '/8wOfUhA7vwU2gbPjQy7Vv3EiF0o.png', 'name': 'Plan B Entertainment', 'origin_country': 'US'}, {'id': 4740, 'logo_path': '/20IuOPEwlHRXnn0MTOsEmw0wcql.png', 'name': 'Gary Sanchez Productions', 'origin_country': 'US'}, {'id': 13184, 'logo_path': '/pfUB1a62jSMIqp4Xmaq6z2cgW0B.png', 'name': 'Annapurna Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-12-25,66266401.0,132.0,Vice,7.1,1659.0,1.1044400166666666
86,86,1000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",489999.0,tt7668870,Searching,15.214,"[{'id': 11341, 'logo_path': '/xytTBODEy3p20ksHL4Ftxr483Iv.png', 'name': 'Stage 6 Films', 'origin_country': 'US'}, {'id': 1038, 'logo_path': '/o62j8ZNXmRTrq6ThviFWiL9zb8J.png', 'name': 'Bazelevs Production', 'origin_country': 'RU'}, {'id': 3287, 'logo_path': '/bz6GbCQQXGNE56LTW9dwgksW0Iw.png', 'name': 'Screen Gems', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-24,66265218.0,103.0,Searching,7.6,1836.0,66.265218
87,87,62770198.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",399174.0,tt5104604,Isle of Dogs,16.29,"[{'id': 264, 'logo_path': '/fA90qwUKgPhMONqtwY60GaHRyrW.png', 'name': 'Studio Babelsberg', 'origin_country': 'DE'}, {'id': 23449, 'logo_path': None, 'name': 'American Empirical Pictures', 'origin_country': 'US'}, {'id': 9350, 'logo_path': '/xz60JVoUHpOeg1cJbxzMJiwbuL7.png', 'name': 'Indian Paintbrush', 'origin_country': 'US'}, {'id': 11749, 'logo_path': '/5AzTeZkSCFhiGZ86g2nz8SAHtgy.png', 'name': '20th Century Fox Animation', 'origin_country': 'US'}, {'id': 43, 'logo_path': '/4RgIPr55kBakgupWkzdDxqXJEqr.png', 'name': 'Fox Searchlight Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2018-03-23,64207623.0,101.0,Isle of Dogs,7.9,2329.0,1.0228998003160672
88,88,30000000.0,"[{'id': 35, 'name': 'Comedy'}]",399796.0,tt5619332,Life of the Party,10.24,"[{'id': 87017, 'logo_path': None, 'name': 'On the Day', 'origin_country': ''}, {'id': 12, 'logo_path': '/iaYpEp3LQmb8AfAtmTvpqd4149c.png', 'name': 'New Line Cinema', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-05-10,61700416.0,105.0,Life of the Party,6.2,528.0,2.056680533333333
89,89,17000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",449176.0,tt5164432,"Love, Simon",15.93,"[{'id': 12292, 'logo_path': '/llGRXF5WYUW2fzXg0ebCoKMXjmT.png', 'name': 'Temple Hill Entertainment', 'origin_country': 'US'}, {'id': 711, 'logo_path': '/tEiIH5QesdheJmDAqQwvtN60727.png', 'name': 'Fox 2000 Pictures', 'origin_country': 'US'}, {'id': 88277, 'logo_path': '/qrYIo8nWDg4sBdvYhoXn9hSyHPH.png', 'name': 'New Leaf Literary & Media', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 101832, 'logo_path': '/vO7CKIeogFxphT1CHkUIhjEXf2C.png', 'name': 'Twisted Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-16,60848932.0,110.0,"Love, Simon",8.1,3587.0,3.5793489411764705
90,90,120000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",426543.0,tt5523010,The Nutcracker and the Four Realms,18.625999999999998,"[{'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}, {'id': 1557, 'logo_path': '/ccz9bqCu3jSFKbPFnfWmjAKZLBL.png', 'name': 'The Mark Gordon Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-10-26,59522646.0,99.0,The Nutcracker and the Four Realms,6.0,1167.0,0.49602205
91,91,30000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",453201.0,tt6802308,The 15:17 to Paris,15.217,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 171, 'logo_path': None, 'name': 'Malpaso Productions', 'origin_country': 'US'}, {'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-02-02,56150957.0,94.0,The 15:17 to Paris,5.4,894.0,1.8716985666666666
92,92,20000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",484247.0,tt7040874,A Simple Favor,16.004,"[{'id': 61791, 'logo_path': '/f72ubyCeowgOQO7n4IZR18KN9Aq.png', 'name': 'Feigco Entertainment', 'origin_country': 'US'}, {'id': 13240, 'logo_path': '/aTc07YaNHo8WNgkQSnvLmG6w4nW.png', 'name': 'Bron Studios', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-08-29,53542417.0,117.0,A Simple Favor,6.6,2206.0,2.67712085
93,93,50000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",387592.0,tt4701724,Early Man,15.455,"[{'id': 297, 'logo_path': '/ykJbf1z5qIreJrHWfnh1ev1alkD.png', 'name': 'Aardman Animations', 'origin_country': 'GB'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}, {'id': 104931, 'logo_path': '/aNOZx62BIqRT1ji0gWowiNRXZ4o.png', 'name': 'Amazon Prime Video', 'origin_country': ''}, {'id': 105496, 'logo_path': None, 'name': ""Creative Skillset's Skills Investment Fund"", 'origin_country': ''}, {'id': 7281, 'logo_path': '/lkqIuaKTm2sg3umwTBScmqyzLX5.png', 'name': 'British Film Institute', 'origin_country': 'GB'}, {'id': 16877, 'logo_path': '/pR2SnHFl7BvRIUuauFJrxXFYjeU.png', 'name': 'BFI Film Fund', 'origin_country': 'GB'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2018-01-26,53431158.0,89.0,Early Man,6.0,377.0,1.06862316
